fixture_id,fecha,torneo,ronda,arbitro,estadio,side,equipo,equipo_id,oponente,goles,goles_rival,goles_ht,resultado,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals,goals_prevented
1492491,2026-01-31,Clausura,Clausura - 4,J. Valle,Estadio Olimpico Benito Juarez,home,FC Juarez,2298,Cruz Azul,3,4,1,L,8,5,17,4,11,6,16,4,5.0,58%,1.0,0.0,3,399,329,82%,3.57,
1492491,2026-01-31,Clausura,Clausura - 4,J. Valle,Estadio Olimpico Benito Juarez,away,Cruz Azul,2295,FC Juarez,4,3,3,W,7,7,17,3,11,6,15,7,2.0,42%,5.0,1.0,5,309,233,75%,2.15,
1492496,2026-01-31,Clausura,Clausura - 4,G. Pacheco Larios,Estadio Ciudad de los Deportes,home,Club America,2287,Necaxa,2,0,2,W,6,5,15,4,11,4,13,5,0.0,64%,1.0,0.0,1,520,466,90%,1.76,
1492496,2026-01-31,Clausura,Clausura - 4,G. Pacheco Larios,Estadio Ciudad de los Deportes,away,Necaxa,2288,Club America,0,2,0,L,1,2,6,3,4,2,12,0,1.0,36%,3.0,1.0,4,306,241,79%,0.19,
1492493,2026-01-31,Clausura,Clausura - 4,S. Perez,Estadio Jalisco,home,Atlas,2283,Mazatlán,1,0,1,W,6,8,17,3,10,7,18,4,2.0,56%,1.0,,4,490,408,83%,1.15,
1492493,2026-01-31,Clausura,Clausura - 4,S. Perez,Estadio Jalisco,away,Mazatlán,14002,Atlas,0,1,0,L,4,5,11,2,7,4,8,4,1.0,44%,1.0,,5,384,302,79%,0.88,
1492498,2026-01-31,Clausura,Clausura - 4,Y. Peinaldo Aguirre,Estadio Alfonso Lastras,home,Atletico San Luis,2314,Guadalajara Chivas,2,3,1,L,2,5,8,1,7,1,7,6,4.0,55%,1.0,,5,449,367,82%,1.45,
1492498,2026-01-31,Clausura,Clausura - 4,Y. Peinaldo Aguirre,Estadio Alfonso Lastras,away,Guadalajara Chivas,2278,Atletico San Luis,3,2,2,W,7,6,14,1,10,4,13,3,3.0,45%,3.0,,0,370,311,84%,2.27,
1492495,2026-02-01,Clausura,Clausura - 4,C. A. Ramos,Estadio BBVA,home,Monterrey,2282,Club Tijuana,2,2,1,D,8,12,21,1,16,5,13,6,1.0,58%,2.0,,4,503,436,87%,1.61,
1492495,2026-02-01,Clausura,Clausura - 4,C. A. Ramos,Estadio BBVA,away,Club Tijuana,2280,Monterrey,2,2,1,D,5,9,16,2,7,9,14,6,3.0,42%,5.0,,6,360,295,82%,1.59,
1492494,2026-02-01,Clausura,Clausura - 4,A. Escobedo Gonzalez,Estadio Leon,home,Leon,2289,Tigres UANL,1,2,0,L,4,8,14,2,8,6,15,6,4.0,52%,5.0,0.0,4,441,365,83%,1.72,
1492494,2026-02-01,Clausura,Clausura - 4,A. Escobedo Gonzalez,Estadio Leon,away,Tigres UANL,2279,Leon,2,1,0,W,6,7,16,3,11,5,11,4,2.0,48%,3.0,1.0,3,414,342,83%,1.88,
1492497,2026-02-01,Clausura,Clausura - 4,H. Gomez,Estadio La Corregidora,home,Club Queretaro,2290,Pachuca,0,0,0,D,1,3,5,1,4,1,17,4,1.0,46%,1.0,1.0,1,360,279,78%,,
1492497,2026-02-01,Clausura,Clausura - 4,H. Gomez,Estadio La Corregidora,away,Pachuca,2292,Club Queretaro,0,0,0,D,1,8,13,4,5,8,12,3,0.0,54%,2.0,1.0,1,429,349,81%,,
1492500,2026-02-07,Clausura,Clausura - 5,K. I. Garcia Mendoza,Estadio Universitario,home,Tigres UANL,2279,Santos Laguna,5,1,2,W,7,10,20,3,12,8,12,4,1.0,72%,1.0,,2,546,494,90%,,
1492500,2026-02-07,Clausura,Clausura - 5,K. I. Garcia Mendoza,Estadio Universitario,away,Santos Laguna,2285,Tigres UANL,1,5,1,L,3,3,8,2,4,4,15,1,3.0,28%,3.0,,2,213,160,75%,,
1492499,2026-02-07,Clausura,Clausura - 5,I. Lopez,Estadio Victoria,home,Necaxa,2288,Atletico San Luis,4,1,1,W,5,3,10,2,7,3,15,2,3.0,54%,2.0,0.0,1,375,313,83%,,
1492499,2026-02-07,Clausura,Clausura - 5,I. Lopez,Estadio Victoria,away,Atletico San Luis,2314,Necaxa,1,4,0,L,2,3,7,2,7,0,17,3,0.0,46%,2.0,1.0,1,315,241,77%,,
1492501,2026-02-07,Clausura,Clausura - 5,K. Hernandez Andrade,Estadio Caliente,home,Club Tijuana,2280,Puebla,0,0,0,D,3,5,11,3,5,6,16,3,1.0,56%,2.0,,4,461,409,89%,,
1492501,2026-02-07,Clausura,Clausura - 5,K. Hernandez Andrade,Estadio Caliente,away,Puebla,2291,Club Tijuana,0,0,0,D,4,4,13,5,5,8,15,8,1.0,44%,1.0,,3,359,297,83%,,
1492502,2026-02-07,Clausura,Clausura - 5,V. Arce,Estadio El Encanto,home,Mazatlán,14002,Guadalajara Chivas,1,2,0,L,3,1,6,2,3,3,13,1,3.0,32%,3.0,,4,348,280,80%,,
1492502,2026-02-07,Clausura,Clausura - 5,V. Arce,Estadio El Encanto,away,Guadalajara Chivas,2278,Mazatlán,2,1,2,W,6,7,14,1,9,5,9,2,2.0,68%,2.0,,2,749,686,92%,,
1492504,2026-02-07,Clausura,Clausura - 5,L. E. Santander Aguirre,Estadio Nemesio Diez,home,Toluca,2281,Cruz Azul,1,1,1,D,6,7,15,2,10,5,15,6,3.0,55%,0.0,,2,422,347,82%,,
1492504,2026-02-07,Clausura,Clausura - 5,L. E. Santander Aguirre,Estadio Nemesio Diez,away,Cruz Azul,2295,Toluca,1,1,0,D,3,3,9,3,5,4,13,1,1.0,45%,2.0,,5,335,255,76%,,
1492503,2026-02-07,Clausura,Clausura - 5,M. Ortiz,Estadio La Corregidora,home,Club Queretaro,2290,Leon,2,0,1,W,5,6,13,2,9,4,15,2,4.0,31%,4.0,0.0,6,212,156,74%,,
1492503,2026-02-07,Clausura,Clausura - 5,M. Ortiz,Estadio La Corregidora,away,Leon,2289,Club Queretaro,0,2,0,L,7,5,17,5,10,7,9,7,1.0,69%,4.0,1.0,3,502,447,89%,,
1492505,2026-02-08,Clausura,Clausura - 5,J. Camacho Peregrina,Estadio Jalisco,home,Atlas,2283,U.N.A.M. - Pumas,2,2,1,D,3,5,9,1,8,1,8,3,4.0,65%,1.0,,1,577,508,88%,0.97,
1492505,2026-02-08,Clausura,Clausura - 5,J. Camacho Peregrina,Estadio Jalisco,away,U.N.A.M. - Pumas,2286,Atlas,2,2,2,D,3,2,6,1,4,2,11,1,0.0,35%,2.0,,1,311,232,75%,1.32,
1492506,2026-02-08,Clausura,Clausura - 5,D. Quintero,Estadio Miguel Hidalgo,home,Pachuca,2292,FC Juarez,2,0,1,W,5,8,19,6,14,5,16,7,0.0,43%,1.0,,3,311,239,77%,2.17,
1492506,2026-02-08,Clausura,Clausura - 5,D. Quintero,Estadio Miguel Hidalgo,away,FC Juarez,2298,Pachuca,0,2,0,L,3,8,12,1,7,5,8,4,2.0,57%,1.0,,3,391,321,82%,2.17,
1492507,2026-02-08,Clausura,Clausura - 5,O. M. Garcia,Estadio Ciudad de los Deportes,home,Club America,2287,Monterrey,1,0,0,W,5,10,17,2,7,10,13,6,5.0,46%,1.0,,2,428,374,87%,0.86,
1492507,2026-02-08,Clausura,Clausura - 5,O. M. Garcia,Estadio Ciudad de los Deportes,away,Monterrey,2282,Club America,0,1,0,L,2,1,4,2,1,3,12,3,2.0,54%,3.0,,4,508,440,87%,0.05,
1492508,2026-02-14,Clausura,Clausura - 6,I. Rosario,Estadio Cuauhtemoc,home,Puebla,2291,U.N.A.M. - Pumas,2,3,2,L,4,9,17,4,11,6,8,4,0.0,39%,1.0,,2,355,285,80%,0.95,-1.0
1492508,2026-02-14,Clausura,Clausura - 6,I. Rosario,Estadio Cuauhtemoc,away,U.N.A.M. - Pumas,2286,Puebla,3,2,1,W,5,6,17,6,10,7,10,2,1.0,61%,1.0,,2,565,504,89%,2.00,-1.0
1492510,2026-02-14,Clausura,Clausura - 6,J. Armenta,Estadio Nemesio Diez,home,Toluca,2281,Club Tijuana,1,0,1,W,4,5,12,3,6,6,10,4,4.0,58%,3.0,,3,501,439,88%,1.88,0.0
1492510,2026-02-14,Clausura,Clausura - 6,J. Armenta,Estadio Nemesio Diez,away,Club Tijuana,2280,Toluca,0,1,0,L,3,2,7,2,1,6,15,4,2.0,42%,3.0,,4,355,297,84%,0.32,0.0
1492513,2026-02-14,Clausura,Clausura - 6,V. Caceres,Estadio Miguel Hidalgo,home,Pachuca,2292,Atlas,3,1,2,W,4,3,7,0,2,5,17,0,1.0,38%,5.0,,4,313,242,77%,0.83,-2.0
1492513,2026-02-14,Clausura,Clausura - 6,V. Caceres,Estadio Miguel Hidalgo,away,Atlas,2283,Pachuca,1,3,0,L,5,7,15,3,9,6,8,6,0.0,62%,0.0,,1,516,448,87%,1.57,-2.0
1492511,2026-02-14,Clausura,Clausura - 6,A. Escobedo Gonzalez,Estadio Alfonso Lastras,home,Atletico San Luis,2314,Club Queretaro,3,0,1,W,6,4,10,0,8,2,10,6,1.0,58%,2.0,0.0,5,465,371,80%,1.79,0.0
1492511,2026-02-14,Clausura,Clausura - 6,A. Escobedo Gonzalez,Estadio Alfonso Lastras,away,Club Queretaro,2290,Atletico San Luis,0,3,0,L,5,10,15,0,9,6,9,2,3.0,42%,2.0,1.0,3,325,251,77%,1.11,0.0
1492512,2026-02-15,Clausura,Clausura - 6,H. Gomez,Estadio BBVA,home,Monterrey,2282,Leon,1,0,1,W,5,11,19,3,13,6,17,8,1.0,56%,3.0,,2,435,373,86%,1.44,0.0
1492512,2026-02-15,Clausura,Clausura - 6,H. Gomez,Estadio BBVA,away,Leon,2289,Monterrey,0,1,0,L,2,3,9,4,3,6,13,4,1.0,44%,1.0,,3,354,288,81%,0.55,0.0
1492509,2026-02-15,Clausura,Clausura - 6,O. M. Garcia,Estadio Olimpico Benito Juarez,home,FC Juarez,2298,Necaxa,1,2,1,L,6,7,14,1,7,7,17,7,2.0,50%,2.0,,2,308,236,77%,1.30,0.0
1492509,2026-02-15,Clausura,Clausura - 6,O. M. Garcia,Estadio Olimpico Benito Juarez,away,Necaxa,2288,FC Juarez,2,1,1,W,4,6,11,1,6,5,10,6,3.0,50%,0.0,,5,307,222,72%,0.65,0.0
1492514,2026-02-15,Clausura,Clausura - 6,C. A. Ramos,Estadio Akron,home,Guadalajara Chivas,2278,Club America,1,0,1,W,4,8,15,3,10,5,16,5,0.0,52%,4.0,,2,561,494,88%,1.54,0.0
1492514,2026-02-15,Clausura,Clausura - 6,C. A. Ramos,Estadio Akron,away,Club America,2287,Guadalajara Chivas,0,1,0,L,2,2,8,4,4,4,5,3,1.0,48%,2.0,,3,525,458,87%,0.31,0.0
1492516,2026-02-15,Clausura,Clausura - 6,D. Quintero,Estadio Azteca,home,Cruz Azul,2295,Tigres UANL,2,1,0,W,6,8,18,4,10,8,20,2,1.0,40%,2.0,,5,277,218,79%,1.78,0.0
1492516,2026-02-15,Clausura,Clausura - 6,D. Quintero,Estadio Azteca,away,Tigres UANL,2279,Cruz Azul,1,2,0,L,6,0,9,3,4,5,12,3,0.0,60%,2.0,,5,427,343,80%,0.42,0.0
1492515,2026-02-15,Clausura,Clausura - 6,L. Garcia,Estadio Corona,home,Santos Laguna,2285,Mazatlán,1,2,1,L,3,14,18,1,13,5,8,3,1.0,54%,0.0,,4,317,264,83%,2.16,0.0
1492515,2026-02-15,Clausura,Clausura - 6,L. Garcia,Estadio Corona,away,Mazatlán,14002,Santos Laguna,2,1,1,W,6,3,14,5,10,4,15,7,4.0,46%,2.0,,2,274,206,75%,0.86,0.0
1492517,2026-02-21,Clausura,Clausura - 7,M. Ortiz,Estadio Universitario,home,Tigres UANL,2279,Pachuca,1,2,1,L,2,5,9,2,5,4,7,3,2.0,56%,2.0,1.0,3,442,364,82%,0.56,0.0
1492517,2026-02-21,Clausura,Clausura - 7,M. Ortiz,Estadio Universitario,away,Pachuca,2292,Tigres UANL,2,1,0,W,5,6,15,4,10,5,21,5,1.0,44%,0.0,0.0,1,330,276,84%,0.95,0.0
1492518,2026-02-21,Clausura,Clausura - 7,K. I. Garcia Mendoza,Estadio Cuauhtemoc,home,Puebla,2291,Club America,0,4,0,L,6,6,15,3,9,6,13,3,1.0,33%,1.0,,3,270,213,79%,0.76,0.0
1492518,2026-02-21,Clausura,Clausura - 7,K. I. Garcia Mendoza,Estadio Cuauhtemoc,away,Club America,2287,Puebla,4,0,1,W,7,8,20,5,9,11,9,7,1.0,67%,1.0,,5,552,489,89%,2.67,0.0
1492519,2026-02-21,Clausura,Clausura - 7,"Fernando Hernandez, Mexico",Estadio Jalisco,home,Atlas,2283,Atletico San Luis,3,2,1,W,6,7,18,5,14,4,18,4,2.0,64%,3.0,0.0,1,408,333,82%,2.82,0.0
1492519,2026-02-21,Clausura,Clausura - 7,"Fernando Hernandez, Mexico",Estadio Jalisco,away,Atletico San Luis,2314,Atlas,2,3,2,L,3,6,9,0,5,4,16,0,1.0,36%,5.0,1.0,3,238,171,72%,1.08,0.0
1492521,2026-02-22,Clausura,Clausura - 7,"Yonatan Peinado Aguirre, Mexico",Estadio Victoria,home,Necaxa,2288,Toluca,0,3,0,L,6,6,12,0,9,3,8,3,1.0,45%,4.0,,3,311,223,72%,0.47,0.0
1492521,2026-02-22,Clausura,Clausura - 7,"Yonatan Peinado Aguirre, Mexico",Estadio Victoria,away,Toluca,2281,Necaxa,3,0,0,W,6,7,19,6,14,5,15,7,1.0,55%,3.0,,6,368,280,76%,2.12,0.0
1492520,2026-02-22,Clausura,Clausura - 7,"Salvador Perez Villalobos, Mexico",Estadio Leon,home,Leon,2289,Santos Laguna,2,1,2,W,4,2,9,3,4,5,16,2,,47%,5.0,,3,309,237,77%,1.05,0.0
1492520,2026-02-22,Clausura,Clausura - 7,"Salvador Perez Villalobos, Mexico",Estadio Leon,away,Santos Laguna,2285,Leon,1,2,1,L,4,7,14,3,4,10,17,6,,53%,1.0,,2,328,259,79%,0.61,0.0
1492522,2026-02-22,Clausura,Clausura - 7,"Maximiliano Quintero Hernandez, Mexico",Estadio Azteca,home,Cruz Azul,2295,Guadalajara Chivas,1,0,1,W,1,4,6,1,4,2,6,1,1.0,43%,3.0,,1,125,91,73%,0.36,0.0
1492522,2026-02-22,Clausura,Clausura - 7,"Maximiliano Quintero Hernandez, Mexico",Estadio Azteca,away,Guadalajara Chivas,2278,Cruz Azul,0,1,0,L,1,2,4,1,3,1,8,1,2.0,57%,3.0,,0,173,135,78%,0.37,0.0
1492525,2026-02-22,Clausura,Clausura - 7,"Martin Molina Astorga, Mexico",Estadio Caliente,home,Club Tijuana,2280,Mazatlán,1,1,1,D,4,5,14,5,7,7,13,8,3.0,56%,3.0,,1,403,348,86%,0.71,0.0
1492525,2026-02-22,Clausura,Clausura - 7,"Martin Molina Astorga, Mexico",Estadio Caliente,away,Mazatlán,14002,Club Tijuana,1,1,0,D,3,6,11,2,10,1,16,3,1.0,44%,1.0,,4,323,257,80%,2.08,0.0
1492523,2026-02-22,Clausura,Clausura - 7,"Vicente Jassiel Reynoso Arce, Mexico",Estadio Olimpico Universitario,home,U.N.A.M. - Pumas,2286,Monterrey,2,0,2,W,6,4,13,3,8,5,10,4,,36%,,,10,338,274,81%,1.54,0.0
1492523,2026-02-22,Clausura,Clausura - 7,"Vicente Jassiel Reynoso Arce, Mexico",Estadio Olimpico Universitario,away,Monterrey,2282,U.N.A.M. - Pumas,0,2,0,L,10,11,25,4,12,13,6,8,,64%,,,4,570,506,89%,1.32,0.0
